Unique Id,indicator_id,geo_type_id,measurement_type_id,internal_id,subtopic_id,Measurement_FPM,Measurement_NO,Measurement_NO2,Black Carbon,Measure,geo_type_name,description,geo_entity_id,geo_entity_name,year_description,year,PM2.5,NO,NO2,Black_Carbon,car_Volume,volume,Asthema Rates
410775,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),207,East Flatbush - Flatbush,2016 Summer,2016,8.12,8.86,13.98,0.8,38,20,32.2
410796,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),303,East Harlem,2016 Summer,2016,8.9,9.93,17.82,1.17,193,149,1414
410766,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),204,East New York,2016 Summer,2016,8.27,8.75,13.07,0.86,36,11,78
410826,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),403,Flushing - Clearview,2016 Summer,2016,7.8,6.89,14.08,0.81,19,10,21.8
410742,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),103,Fordham - Bronx Pk,2016 Summer,2016,8.05,8.25,14.79,0.92,19,1,78.4
410835,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),406,Fresh Meadows,2016 Summer,2016,7.59,7.12,13.7,0.77,41,197,210
410808,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,2016 Summer,2016,11.17,17.23,26.92,1.61,38,1,26.3
410757,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),201,Greenpoint,2016 Summer,2016,9.8,11.08,16.59,1.27,145,172,18
410811,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),308,Greenwich Village - SoHo,2016 Summer,2016,9.84,22.24,22.17,1.69,80,15,56
410751,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),106,High Bridge - Morrisania,2016 Summer,2016,8.85,8.5,17.13,1.09,55,5,13
410754,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),107,Hunts Point - Mott Haven,2016 Summer,2016,8.97,7.74,15.59,1.07,62,16,260
410841,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),408,Jamaica,2016 Summer,2016,7.57,6.76,13.11,0.76,277,29,54.3
410736,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),101,Kingsbridge - Riverdale,2016 Summer,2016,7.95,7.44,12.99,0.84,21,61,58
410820,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),401,Long Island City - Astoria,2016 Summer,2016,9.23,8.71,16.02,1.14,68,56,21.8
410817,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),310,Lower Manhattan,2016 Summer,2016,9.8,13.85,22.76,1.15,116,93,40.5
410739,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),102,Northeast Bronx,2016 Summer,2016,7.93,7.93,14.6,0.87,52,268,231
410745,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),104,Pelham - Throgs Neck,2016 Summer,2016,8.06,7.89,14.25,0.9,240,53,187
410850,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),501,Port Richmond,2016 Summer,2016,8.22,5.95,13.86,0.73,12,8,91
410832,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),405,Ridgewood - Forest Hills,2016 Summer,2016,8.05,8.53,13.62,0.82,18,6,205
410847,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),410,Rockaways,2016 Summer,2016,6.87,5.12,6.22,0.53,34,180,49.9
410859,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),504,South Beach - Tottenville,2016 Summer,2016,7.54,4.09,6.73,0.6,113,21,46
410844,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),409,Southeast Queens,2016 Summer,2016,7.06,5.82,12.13,0.66,245,39,14.3
410838,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),407,Southwest Queens,2016 Summer,2016,7.59,7.5,12.77,0.72,152,14,260
410853,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),502,Stapleton - St. George,2016 Summer,2016,7.79,6.1,10.91,0.65,126,49,51
410769,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),205,Sunset Park,2016 Summer,2016,8.93,9.05,15.07,1,394,24,14.3
410814,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),309,Union Square - Lower East Side,2016 Summer,2016,9.32,16.92,20.44,1.43,36,57,20
410802,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),305,Upper East Side,2016 Summer,2016,9.66,16.56,20.78,1.48,109,0,0
410799,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),304,Upper West Side,2016 Summer,2016,9.12,13.24,19.1,1.27,248,0,15.3
410790,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),301,Washington Heights,2016 Summer,2016,8.45,9.1,16.19,1.08,1,47,18.3
410823,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),402,West Queens,2016 Summer,2016,8.71,8.51,15.6,0.99,15,0,37
410787,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),211,Williamsburg - Bushwick,2016 Summer,2016,8.99,10.04,15.94,1.05,185,87,3.8
410856,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),503,Willowbrook,2016 Summer,2016,8.09,5.3,10.16,0.71,84,0,0
547463,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),404,Bayside - Little Neck,2016-17 Winter,2016,7.87,20.74,23.82,0.65,14,45,61.1
547397,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2016-17 Winter,2016,7.94,22.64,26.17,0.74,326,68,281
547415,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2016-17 Winter,2016,7.4,18.74,23.78,0.64,7,147,228
547406,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),206,Borough Park,2016-17 Winter,2016,7.62,20.27,25.04,0.66,3,48,74.1
547412,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),208,Canarsie - Flatlands,2016-17 Winter,2016,7.61,20.08,22.76,0.61,163,6,28.9
547427,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,2016-17 Winter,2016,8.28,23.1,28.51,0.95,21,0,144
547439,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2016-17 Winter,2016,10.05,32.22,32.93,1.06,38,0,23
547418,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2016-17 Winter,2016,7.37,19.29,23.25,0.6,39,83,18.9
547382,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),105,Crotona -Tremont,2016-17 Winter,2016,8.63,23.26,27.7,0.98,122,76,64
547394,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),202,Downtown - Heights - Slope,2016-17 Winter,2016,8.52,23.64,26.27,0.83,16,38,25.5
547409,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),207,East Flatbush - Flatbush,2016-17 Winter,2016,7.76,22.15,25.18,0.67,265,23,19.5
547430,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),303,East Harlem,2016-17 Winter,2016,8.45,24.33,28.06,0.94,530,60,0
547400,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),204,East New York,2016-17 Winter,2016,8.11,21.82,24.86,0.73,607,12,41.5
547460,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),403,Flushing - Clearview,2016-17 Winter,2016,8.01,20.63,25.52,0.74,188,2,698
547376,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),103,Fordham - Bronx Pk,2016-17 Winter,2016,8.09,21.76,26.33,0.91,376,13,4656
547469,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),406,Fresh Meadows,2016-17 Winter,2016,7.81,20.8,24.91,0.66,26,24,35.9
547442,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,2016-17 Winter,2016,10.47,31.86,34.66,1,94,68,42.7
547391,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),201,Greenpoint,2016-17 Winter,2016,9.3,23.59,26.74,1.03,98,79,145
547445,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),308,Greenwich Village - SoHo,2016-17 Winter,2016,9.12,35.88,30.12,1.07,12,9,45.3
547385,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),106,High Bridge - Morrisania,2016-17 Winter,2016,8.59,22.82,27.97,1,458,49,240
547388,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),107,Hunts Point - Mott Haven,2016-17 Winter,2016,8.78,21.66,26.96,1.05,34,30,35
547475,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),408,Jamaica,2016-17 Winter,2016,7.93,20.81,24.81,0.7,52,0,24.4
547370,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),101,Kingsbridge - Riverdale,2016-17 Winter,2016,7.91,19.13,24.27,0.84,130,33,831
547454,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),401,Long Island City - Astoria,2016-17 Winter,2016,8.85,21.01,26.93,1.01,19,1,25
547451,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),310,Lower Manhattan,2016-17 Winter,2016,9.08,26.27,30.24,0.9,29,22,72
547373,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),102,Northeast Bronx,2016-17 Winter,2016,8.14,20.82,26.39,0.9,112,89,22.5
547379,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),104,Pelham - Throgs Neck,2016-17 Winter,2016,8.18,22.26,25.91,0.86,28,132,51.2
547484,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),501,Port Richmond,2016-17 Winter,2016,7.36,13.84,21.5,0.68,73,11,108
547466,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),405,Ridgewood - Forest Hills,2016-17 Winter,2016,7.93,21.37,25.06,0.71,100,77,6.7
547481,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),410,Rockaways,2016-17 Winter,2016,7.3,19.25,21.06,0.47,25,14,22
547493,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),504,South Beach - Tottenville,2016-17 Winter,2016,6.87,12.37,17.51,0.55,182,14,82
547478,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),409,Southeast Queens,2016-17 Winter,2016,7.7,19.93,24.02,0.63,6,70,24.5
547472,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),407,Southwest Queens,2016-17 Winter,2016,7.69,20.84,24.86,0.66,35,17,85
547487,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),502,Stapleton - St. George,2016-17 Winter,2016,7.08,15.63,19.92,0.59,48,78,18.8
547403,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),205,Sunset Park,2016-17 Winter,2016,8.3,20.85,24.33,0.8,65,9,20.4
547448,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),309,Union Square - Lower East Side,2016-17 Winter,2016,8.68,29.53,28.98,0.94,212,30,43
547436,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),305,Upper East Side,2016-17 Winter,2016,9.13,32.75,30.22,0.91,202,250,14.4
547433,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),304,Upper West Side,2016-17 Winter,2016,8.59,27.76,28.64,0.91,22,210,119
547424,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),301,Washington Heights,2016-17 Winter,2016,8.17,22.96,26.85,0.95,256,22,7.2
547457,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),402,West Queens,2016-17 Winter,2016,8.48,21.45,26.77,0.9,28,132,15
547421,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),211,Williamsburg - Bushwick,2016-17 Winter,2016,8.62,22.38,26.64,0.88,4,101,56
547490,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),503,Willowbrook,2016-17 Winter,2016,7.28,13.33,18.77,0.61,3,67,29.4
547461,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),404,Bayside - Little Neck,2017 Summer,2017,8.65,6.76,12.58,0.73,62,142,15
547395,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2017 Summer,2017,9.14,8.48,15.17,0.88,60,249,8.6
547413,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2017 Summer,2017,8.52,6.7,12.75,0.76,225,55,22.7
547404,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),206,Borough Park,2017 Summer,2017,8.8,7.23,13.77,0.78,10,61,44
547410,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),208,Canarsie - Flatlands,2017 Summer,2017,8.54,6.69,10.26,0.68,54,96,120
547425,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,2017 Summer,2017,9.91,8.81,18.89,1.17,7,2,27.6
547437,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2017 Summer,2017,11.34,16.07,26.19,1.33,94,39,19.7
547416,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2017 Summer,2017,8.22,6.32,10.7,0.68,111,363,135
547380,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),105,Crotona -Tremont,2017 Summer,2017,10.09,8.51,17.12,1.14,11,23,77.2
547392,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),202,Downtown - Heights - Slope,2017 Summer,2017,10.12,10.03,16.62,0.99,39,52,323
547407,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),207,East Flatbush - Flatbush,2017 Summer,2017,8.92,8.03,13.75,0.79,11,2,17
547428,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),303,East Harlem,2017 Summer,2017,10.05,9.56,18.57,1.13,116,38,11.9
547398,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),204,East New York,2017 Summer,2017,9.05,7.97,13.39,0.83,231,106,14
547458,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),403,Flushing - Clearview,2017 Summer,2017,8.88,6.63,13.95,0.84,118,15,17
547374,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),103,Fordham - Bronx Pk,2017 Summer,2017,9.39,7.45,14.87,1.06,4,6,63.7
547467,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),406,Fresh Meadows,2017 Summer,2017,8.61,6.9,13.83,0.75,13,5,386
547440,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,2017 Summer,2017,11.53,15.78,28.61,1.25,711,30,4.4
547389,365,3,104,2023,122,Fine Particulate Matter (PM2.5),Nitric Oxide (NO),Nitrogen Dioxide (NO2),Black Carbon,Mean,UHF42,Neighborhood (UHF 42),201,Greenpoint,2017 Summer,2017,10.79,9.5,16.36,1.2,403,156,12
